EndDescription
3.000000e-01	0.000000e+00
3.990000e-01	0.000000e+00
4.980000e-01	0.000000e+00
5.970000e-01	0.000000e+00
6.960000e-01	0.000000e+00
7.946667e-01	0.000000e+00
8.940000e-01	0.000000e+00
9.926667e-01	0.000000e+00
1.092000e+00	0.000000e+00
1.190667e+00	0.000000e+00
1.290000e+00	0.000000e+00
1.388667e+00	0.000000e+00
1.488000e+00	0.000000e+00
1.586667e+00	0.000000e+00
1.686000e+00	0.000000e+00
1.784667e+00	9.682000e-34
1.884000e+00	4.149000e-31
1.982667e+00	5.945000e-29
2.082000e+00	3.130000e-27
2.180667e+00	1.057000e-25
2.280000e+00	1.737000e-24
2.378667e+00	1.771000e-23
2.478000e+00	1.223000e-22
2.576667e+00	6.142000e-22
2.676000e+00	2.390000e-21
2.774667e+00	7.579000e-21
2.874000e+00	2.047000e-20
2.972667e+00	4.905000e-20
3.072000e+00	1.081000e-19
3.170667e+00	2.272000e-19
3.270000e+00	4.740000e-19
3.368667e+00	1.046000e-18
3.468000e+00	2.769000e-18
3.566667e+00	8.914000e-18
3.666000e+00	2.233000e-17
3.764667e+00	4.289000e-17
3.864000e+00	7.099000e-17
3.962667e+00	1.073000e-16
4.062000e+00	1.524000e-16
4.160667e+00	2.070000e-16
4.260000e+00	2.715000e-16
4.358667e+00	3.467000e-16
4.458000e+00	4.330000e-16
4.556667e+00	5.309000e-16
4.656000e+00	6.407000e-16
4.754667e+00	7.626000e-16
4.854000e+00	8.966000e-16
4.952667e+00	1.043000e-15
5.052000e+00	1.200000e-15
5.150667e+00	1.369000e-15
5.250000e+00	1.549000e-15
5.348667e+00	1.739000e-15
5.448000e+00	1.937000e-15
5.546667e+00	2.144000e-15
5.646000e+00	2.359000e-15
5.744667e+00	2.581000e-15
5.844000e+00	2.809000e-15
5.942667e+00	3.042000e-15
6.042000e+00	3.280000e-15
6.140667e+00	3.521000e-15
6.240000e+00	3.766000e-15
6.338667e+00	4.014000e-15
6.438000e+00	4.264000e-15
6.536667e+00	4.516000e-15
6.636000e+00	4.769000e-15
6.733333e+00	5.024000e-15
6.833333e+00	5.280000e-15
6.933333e+00	5.535000e-15
7.033333e+00	5.791000e-15
7.133333e+00	6.047000e-15
7.226667e+00	6.303000e-15
7.326667e+00	6.558000e-15
7.426667e+00	6.814000e-15
7.526667e+00	7.066000e-15
7.626667e+00	7.318000e-15
7.726667e+00	7.570000e-15
7.826667e+00	7.820000e-15
7.920000e+00	8.068000e-15
8.020000e+00	8.315000e-15
8.120000e+00	8.561000e-15
8.220000e+00	8.805000e-15
8.320000e+00	9.048000e-15
8.420000e+00	9.289000e-15
8.513333e+00	9.527000e-15
8.613333e+00	9.764000e-15
8.713333e+00	1.000000e-14
8.813333e+00	1.024000e-14
8.913333e+00	1.047000e-14
9.013333e+00	1.070000e-14
9.113333e+00	1.093000e-14
9.206667e+00	1.115000e-14
9.306667e+00	1.137000e-14
9.406667e+00	1.160000e-14
9.506667e+00	1.182000e-14
9.606667e+00	1.203000e-14
9.706667e+00	1.225000e-14
9.806667e+00	1.246000e-14
9.900000e+00	1.268000e-14
1.000000e+01	1.289000e-14
1.010000e+01	1.309000e-14
1.020000e+01	1.330000e-14
1.030000e+01	1.350000e-14
1.040000e+01	1.371000e-14
1.049333e+01	1.391000e-14
1.059333e+01	1.411000e-14
1.069333e+01	1.430000e-14
1.079333e+01	1.450000e-14
1.089333e+01	1.469000e-14
1.099333e+01	1.488000e-14
1.109333e+01	1.507000e-14
1.118667e+01	1.526000e-14
1.128667e+01	1.545000e-14
1.138667e+01	1.563000e-14
1.148667e+01	1.581000e-14
1.158667e+01	1.600000e-14
1.168667e+01	1.617000e-14
1.178667e+01	1.635000e-14
1.188000e+01	1.653000e-14
1.198000e+01	1.670000e-14
1.208000e+01	1.687000e-14
1.218000e+01	1.705000e-14
1.228000e+01	1.721000e-14
1.238000e+01	1.738000e-14
1.247333e+01	1.755000e-14
1.257333e+01	1.771000e-14
1.267333e+01	1.788000e-14
1.277333e+01	1.804000e-14
1.287333e+01	1.820000e-14
1.297333e+01	1.836000e-14
1.307333e+01	1.851000e-14
1.316667e+01	1.867000e-14
1.326667e+01	1.882000e-14
1.336667e+01	1.897000e-14
1.346667e+01	1.913000e-14
1.356667e+01	1.928000e-14
1.366667e+01	1.942000e-14
1.376000e+01	1.957000e-14
1.386000e+01	1.972000e-14
1.396000e+01	1.986000e-14
1.406000e+01	2.000000e-14
1.416000e+01	2.015000e-14
1.426000e+01	2.029000e-14
1.436000e+01	2.043000e-14
1.445333e+01	2.056000e-14
1.455333e+01	2.070000e-14
1.465333e+01	2.084000e-14
1.475333e+01	2.097000e-14
1.485333e+01	2.111000e-14
1.495333e+01	2.124000e-14
1.505333e+01	2.137000e-14
1.514667e+01	2.150000e-14
1.524667e+01	2.163000e-14
1.534667e+01	2.176000e-14
1.544667e+01	2.188000e-14
1.554667e+01	2.201000e-14
1.564667e+01	2.213000e-14
1.574000e+01	2.226000e-14
1.584000e+01	2.238000e-14
1.594000e+01	2.250000e-14
1.604000e+01	2.262000e-14
1.614000e+01	2.274000e-14
1.624000e+01	2.286000e-14
1.634000e+01	2.297000e-14
1.643333e+01	2.309000e-14
1.653333e+01	2.320000e-14
1.663333e+01	2.332000e-14
1.673333e+01	2.343000e-14
